State,Cause Name,Year,Deaths,Age-adjusted Death Rate
Indiana,All causes,2016,63473,835.0
Iowa,All causes,2016,29538,721.1
Kansas,All causes,2016,26245,756.8
Kentucky,All causes,2016,47827,938.4
Louisiana,All causes,2016,44306,870.5
Maine,All causes,2016,14182,759.0
Maryland,All causes,2016,48824,717.6
Massachusetts,All causes,2016,56961,669.0
Michigan,All causes,2016,96231,785.4
Minnesota,All causes,2016,43078,648.1
Mississippi,All causes,2016,31741,948.9
Missouri,All causes,2016,59873,808.2
Montana,All causes,2016,9905,743.2
Nebraska,All causes,2016,16217,707.0
Nevada,All causes,2016,23902,762.6
New Hampshire,All causes,2016,12203,721.5
New Jersey,All causes,2016,73155,668.5
New Mexico,All causes,2016,18365,753.4
New York,All causes,2016,154358,640.7
North Carolina,All causes,2016,90465,782.4
North Dakota,All causes,2016,6242,688.4
Ohio,All causes,2016,119572,832.3
Oklahoma,All causes,2016,39276,888.4
Oregon,All causes,2016,35778,705.9
Pennsylvania,All causes,2016,133040,770.1
Rhode Island,All causes,2016,9735,690.1
South Carolina,All causes,2016,48130,829.8
South Dakota,All causes,2016,7845,719.5
Tennessee,All causes,2016,67857,886.3
Texas,All causes,2016,191966,730.6
United States,All causes,2016,2744248,728.8
Utah,All causes,2016,17913,714.7
Vermont,All causes,2016,5909,712.8
Virginia,All causes,2016,66473,715.5
Washington,All causes,2016,54769,672.0
West Virginia,All causes,2016,22732,943.3
Wisconsin,All causes,2016,51815,717.9
Wyoming,All causes,2016,4722,720.9
Alabama,Alzheimer's disease,2016,2507,45.0
Alaska,Alzheimer's disease,2016,111,25.8
Arizona,Alzheimer's disease,2016,3082,35.8
Arkansas,Alzheimer's disease,2016,1475,41.3
California,Alzheimer's disease,2016,15570,36.1
Colorado,Alzheimer's disease,2016,1835,34.7
Connecticut,Alzheimer's disease,2016,1035,20.3
Delaware,Alzheimer's disease,2016,329,27.4
District of Columbia,Alzheimer's disease,2016,120,18.3
Florida,Alzheimer's disease,2016,7155,21.5
Georgia,Alzheimer's disease,2016,4021,44.8
Hawaii,Alzheimer's disease,2016,445,20.1
Idaho,Alzheimer's disease,2016,607,33.9
Illinois,Alzheimer's disease,2016,3877,25.4
Indiana,Alzheimer's disease,2016,2678,34.9
Iowa,Alzheimer's disease,2016,1415,31.3
Kansas,Alzheimer's disease,2016,855,23.1
Kentucky,Alzheimer's disease,2016,1728,35.1
Louisiana,Alzheimer's disease,2016,2195,45.0
Maine,Alzheimer's disease,2016,577,29.6
Maryland,Alzheimer's disease,2016,1178,17.4
Massachusetts,Alzheimer's disease,2016,1708,18.6
Michigan,Alzheimer's disease,2016,4249,33.6
Minnesota,Alzheimer's disease,2016,2219,31.8
Mississippi,Alzheimer's disease,2016,1485,45.8
Missouri,Alzheimer's disease,2016,2302,30.0
Montana,Alzheimer's disease,2016,314,22.6
Nebraska,Alzheimer's disease,2016,634,26.2
Nevada,Alzheimer's disease,2016,686,24.6
New Hampshire,Alzheimer's disease,2016,430,24.8
New Jersey,Alzheimer's disease,2016,2435,21.1
New Mexico,Alzheimer's disease,2016,583,23.5
New York,Alzheimer's disease,2016,3349,13.1
North Carolina,Alzheimer's disease,2016,4153,37.2
North Dakota,Alzheimer's disease,2016,361,35.3
Ohio,Alzheimer's disease,2016,5031,33.4
Oklahoma,Alzheimer's disease,2016,1590,36.1
Oregon,Alzheimer's disease,2016,1786,34.8
Pennsylvania,Alzheimer's disease,2016,4185,21.7
Rhode Island,Alzheimer's disease,2016,422,26.7
South Carolina,Alzheimer's disease,2016,2481,45.3
South Dakota,Alzheimer's disease,2016,449,37.1
Tennessee,Alzheimer's disease,2016,3250,44.2
Texas,Alzheimer's disease,2016,9135,37.8
United States,Alzheimer's disease,2016,116103,30.3
Utah,Alzheimer's disease,2016,904,39.3
Vermont,Alzheimer's disease,2016,310,35.8
Virginia,Alzheimer's disease,2016,2408,26.8
Washington,Alzheimer's disease,2016,3269,40.7
West Virginia,Alzheimer's disease,2016,786,31.7
Wisconsin,Alzheimer's disease,2016,2256,29.6
Wyoming,Alzheimer's disease,2016,138,21.2
Alabama,Stroke,2016,2967,51.6
Alaska,Stroke,2016,196,39.0
Arizona,Stroke,2016,2556,29.8
Arkansas,Stroke,2016,1643,45.6
California,Stroke,2016,15680,36.9
Colorado,Stroke,2016,1927,35.2
Connecticut,Stroke,2016,1269,26.3
Delaware,Stroke,2016,506,41.6
District of Columbia,Stroke,2016,252,38.4
Florida,Stroke,2016,11854,37.3
Georgia,Stroke,2016,4349,44.3
Hawaii,Stroke,2016,675,34.3
Idaho,Stroke,2016,682,37.2
Illinois,Stroke,2016,5658,37.8
Indiana,Stroke,2016,3040,39.5
Iowa,Stroke,2016,1388,32.3
Kansas,Stroke,2016,1363,38.6
Kentucky,Stroke,2016,2057,40.4
Louisiana,Stroke,2016,2322,46.0
Maine,Stroke,2016,663,34.4
Maryland,Stroke,2016,2709,39.7
Massachusetts,Stroke,2016,2468,27.9
Michigan,Stroke,2016,4874,39.0
Minnesota,Stroke,2016,2197,32.5
Mississippi,Stroke,2016,1705,50.6
Missouri,Stroke,2016,3069,40.4
Montana,Stroke,2016,440,32.5
Nebraska,Stroke,2016,787,33.2
Nevada,Stroke,2016,1096,35.9
New Hampshire,Stroke,2016,490,28.0
New Jersey,Stroke,2016,3401,30.4
New Mexico,Stroke,2016,885,35.5
New York,Stroke,2016,6258,25.5
North Carolina,Stroke,2016,4940,43.0
North Dakota,Stroke,2016,311,32.7
Ohio,Stroke,2016,5987,40.6
Oklahoma,Stroke,2016,1859,41.8
Oregon,Stroke,2016,1943,37.8
Pennsylvania,Stroke,2016,6730,37.0
Rhode Island,Stroke,2016,399,26.8
South Carolina,Stroke,2016,2627,45.5
South Dakota,Stroke,2016,420,35.8
Tennessee,Stroke,2016,3508,46.0
Texas,Stroke,2016,10673,42.0
United States,Stroke,2016,142142,37.3
Utah,Stroke,2016,932,38.8
Vermont,Stroke,2016,247,29.2
Virginia,Stroke,2016,3502,38.2
Washington,Stroke,2016,2910,35.8
West Virginia,Stroke,2016,1039,41.7
Wisconsin,Stroke,2016,2481,33.3
Wyoming,Stroke,2016,208,31.7
Alabama,CLRD,2016,3326,56.2
Alaska,CLRD,2016,238,41.5
Arizona,CLRD,2016,3800,43.5
Arkansas,CLRD,2016,2169,59.1
California,CLRD,2016,13710,32.6
Colorado,CLRD,2016,2575,46.4
Connecticut,CLRD,2016,1425,30.5
Delaware,CLRD,2016,544,43.7
District of Columbia,CLRD,2016,152,24.0
Florida,CLRD,2016,11970,38.0
Georgia,CLRD,2016,4805,47.3
Hawaii,CLRD,2016,342,17.7
Idaho,CLRD,2016,865,45.7
Illinois,CLRD,2016,5632,38.1
Indiana,CLRD,2016,4214,54.6
Iowa,CLRD,2016,2006,48.6
Kansas,CLRD,2016,1654,48.3
Kentucky,CLRD,2016,3486,66.3
Louisiana,CLRD,2016,2221,43.0
Maine,CLRD,2016,928,47.4
Maryland,CLRD,2016,2072,30.5
Massachusetts,CLRD,2016,2674,31.4
Michigan,CLRD,2016,5572,44.4
Minnesota,CLRD,2016,2369,35.8
Mississippi,CLRD,2016,2116,62.0
Missouri,CLRD,2016,3961,52.1
Montana,CLRD,2016,722,51.9
Nebraska,CLRD,2016,1117,48.9
Nevada,CLRD,2016,1778,56.6
New Hampshire,CLRD,2016,684,39.3
New Jersey,CLRD,2016,3064,27.9
New Mexico,CLRD,2016,1131,44.4
New York,CLRD,2016,6860,28.4
North Carolina,CLRD,2016,5311,44.8
North Dakota,CLRD,2016,314,34.7
Ohio,CLRD,2016,7015,47.5
Oklahoma,CLRD,2016,2794,61.4
Oregon,CLRD,2016,2080,40.4
Pennsylvania,CLRD,2016,6523,36.8
Rhode Island,CLRD,2016,445,31.3
South Carolina,CLRD,2016,2870,47.5
South Dakota,CLRD,2016,426,38.3
Tennessee,CLRD,2016,4318,54.7
Texas,CLRD,2016,10107,39.5
United States,CLRD,2016,154596,40.6
Utah,CLRD,2016,875,35.8
Vermont,CLRD,2016,355,41.3
Virginia,CLRD,2016,3233,34.6
Washington,CLRD,2016,3036,37.3
West Virginia,CLRD,2016,1599,62.1
Wisconsin,CLRD,2016,2786,38.3
Wyoming,CLRD,2016,327,48.9
Alabama,Diabetes,2016,1183,20.1
Alaska,Diabetes,2016,124,19.3
Arizona,Diabetes,2016,2025,23.9
Arkansas,Diabetes,2016,920,25.4
California,Diabetes,2016,9124,21.4
Colorado,Diabetes,2016,938,16.2
Connecticut,Diabetes,2016,699,14.9
Delaware,Diabetes,2016,203,17.0
District of Columbia,Diabetes,2016,127,19.8
Florida,Diabetes,2016,5782,19.5
Georgia,Diabetes,2016,2238,21.2
Hawaii,Diabetes,2016,285,15.1
Idaho,Diabetes,2016,375,19.8
Illinois,Diabetes,2016,2781,18.7
Indiana,Diabetes,2016,1992,26.0
Iowa,Diabetes,2016,847,20.9
Kansas,Diabetes,2016,727,21.2
Kentucky,Diabetes,2016,1479,28.4
Louisiana,Diabetes,2016,1324,25.5
Maine,Diabetes,2016,463,23.9
Maryland,Diabetes,2016,1358,19.6
Massachusetts,Diabetes,2016,1268,14.9
Michigan,Diabetes,2016,2672,21.5
Minnesota,Diabetes,2016,1265,19.2
Mississippi,Diabetes,2016,1084,31.9
Missouri,Diabetes,2016,1508,20.1
Montana,Diabetes,2016,311,23.6
Nebraska,Diabetes,2016,501,21.9
Nevada,Diabetes,2016,580,17.9
New Hampshire,Diabetes,2016,316,17.9
New Jersey,Diabetes,2016,1949,17.8
New Mexico,Diabetes,2016,678,27.2
New York,Diabetes,2016,4038,16.9
North Carolina,Diabetes,2016,2811,23.5
North Dakota,Diabetes,2016,171,19.4
Ohio,Diabetes,2016,3568,24.6
Oklahoma,Diabetes,2016,1393,30.8
Oregon,Diabetes,2016,1240,24.0
Pennsylvania,Diabetes,2016,3560,20.3
Rhode Island,Diabetes,2016,239,16.9
South Carolina,Diabetes,2016,1369,22.3
South Dakota,Diabetes,2016,253,23.7
Tennessee,Diabetes,2016,1883,24.0
Texas,Diabetes,2016,5470,20.3
United States,Diabetes,2016,80058,21.0
Utah,Diabetes,2016,624,24.6
Vermont,Diabetes,2016,166,20.5
Virginia,Diabetes,2016,2062,21.7
Washington,Diabetes,2016,1673,20.3
West Virginia,Diabetes,2016,860,34.8
Wisconsin,Diabetes,2016,1440,19.9
Wyoming,Diabetes,2016,112,16.6
Alabama,Heart disease,2016,12832,222.5
Alaska,Heart disease,2016,831,141.0
Arizona,Heart disease,2016,11957,138.9
Arkansas,Heart disease,2016,8090,223.7
California,Heart disease,2016,61573,143.1
Colorado,Heart disease,2016,7277,129.8
Connecticut,Heart disease,2016,7051,144.3
Delaware,Heart disease,2016,1974,163.2
District of Columbia,Heart disease,2016,1375,211.7
Florida,Heart disease,2016,45659,146.2
Georgia,Heart disease,2016,18143,179.0
Hawaii,Heart disease,2016,2488,127.0
Idaho,Heart disease,2016,2969,160.0
Illinois,Heart disease,2016,25013,165.7
Indiana,Heart disease,2016,13952,180.6
Iowa,Heart disease,2016,6937,162.8
Kansas,Heart disease,2016,5672,159.2
Kentucky,Heart disease,2016,10519,203.0
Louisiana,Heart disease,2016,10943,213.1
Maine,Heart disease,2016,2907,149.5
Maryland,Heart disease,2016,11390,164.3
Massachusetts,Heart disease,2016,11921,134.8
Michigan,Heart disease,2016,25304,200.6
Minnesota,Heart disease,2016,7825,114.9
Mississippi,Heart disease,2016,7865,233.1
Missouri,Heart disease,2016,14579,192.1
Montana,Heart disease,2016,2138,154.4
Nebraska,Heart disease,2016,3322,140.3
Nevada,Heart disease,2016,6457,205.9
New Hampshire,Heart disease,2016,2631,151.1
New Jersey,Heart disease,2016,18597,164.7
New Mexico,Heart disease,2016,3800,150.6
New York,Heart disease,2016,44076,177.8
North Carolina,Heart disease,2016,18266,155.8
North Dakota,Heart disease,2016,1338,140.9
Ohio,Heart disease,2016,27410,185.1
Oklahoma,Heart disease,2016,10209,228.2
Oregon,Heart disease,2016,6968,135.0
Pennsylvania,Heart disease,2016,31990,176.2
Rhode Island,Heart disease,2016,2256,152.4
South Carolina,Heart disease,2016,10195,173.8
South Dakota,Heart disease,2016,1729,153.4
Tennessee,Heart disease,2016,15429,198.8
Texas,Heart disease,2016,43772,167.7
United States,Heart disease,2016,635260,165.5
Utah,Heart disease,2016,3636,150.0
Vermont,Heart disease,2016,1366,158.8
Virginia,Heart disease,2016,14124,150.7
Washington,Heart disease,2016,11161,136.1
West Virginia,Heart disease,2016,4767,191.0
Wisconsin,Heart disease,2016,11526,154.9
Wyoming,Heart disease,2016,1051,157.8
Alabama,Influenza and pneumonia,2016,987,17.1
Alaska,Influenza and pneumonia,2016,61,12.5
Arizona,Influenza and pneumonia,2016,885,10.4
Arkansas,Influenza and pneumonia,2016,623,17.1
California,Influenza and pneumonia,2016,5981,14.0
Colorado,Influenza and pneumonia,2016,533,9.6
Connecticut,Influenza and pneumonia,2016,572,11.7
Delaware,Influenza and pneumonia,2016,132,10.7
District of Columbia,Influenza and pneumonia,2016,78,11.5
Florida,Influenza and pneumonia,2016,2808,9.3
Georgia,Influenza and pneumonia,2016,1423,14.3
Hawaii,Influenza and pneumonia,2016,507,24.4
Idaho,Influenza and pneumonia,2016,207,11.3
Illinois,Influenza and pneumonia,2016,2178,14.5
Indiana,Influenza and pneumonia,2016,962,12.6
Iowa,Influenza and pneumonia,2016,504,11.6
Kansas,Influenza and pneumonia,2016,522,14.4
Kentucky,Influenza and pneumonia,2016,888,17.3
Louisiana,Influenza and pneumonia,2016,720,14.3
Maine,Influenza and pneumonia,2016,231,12.0
Maryland,Influenza and pneumonia,2016,1025,15.1
Massachusetts,Influenza and pneumonia,2016,1251,14.1
Michigan,Influenza and pneumonia,2016,1672,13.7
Minnesota,Influenza and pneumonia,2016,529,7.8
Mississippi,Influenza and pneumonia,2016,785,23.4
Missouri,Influenza and pneumonia,2016,1150,15.1
Montana,Influenza and pneumonia,2016,147,11.1
Nebraska,Influenza and pneumonia,2016,342,14.3
Nevada,Influenza and pneumonia,2016,567,18.1
New Hampshire,Influenza and pneumonia,2016,203,11.8
New Jersey,Influenza and pneumonia,2016,1208,10.7
New Mexico,Influenza and pneumonia,2016,353,14.6
New York,Influenza and pneumonia,2016,4513,18.3
North Carolina,Influenza and pneumonia,2016,1896,16.5
North Dakota,Influenza and pneumonia,2016,134,14.5
Ohio,Influenza and pneumonia,2016,2187,15.0
Oklahoma,Influenza and pneumonia,2016,546,12.4
Oregon,Influenza and pneumonia,2016,452,8.9
Pennsylvania,Influenza and pneumonia,2016,2491,13.9
Rhode Island,Influenza and pneumonia,2016,165,11.0
South Carolina,Influenza and pneumonia,2016,690,12.0
South Dakota,Influenza and pneumonia,2016,195,16.7
Tennessee,Influenza and pneumonia,2016,1533,20.1
Texas,Influenza and pneumonia,2016,2860,11.1
United States,Influenza and pneumonia,2016,51537,13.5
Utah,Influenza and pneumonia,2016,380,15.5
Vermont,Influenza and pneumonia,2016,59,7.0
Virginia,Influenza and pneumonia,2016,1177,12.7
Washington,Influenza and pneumonia,2016,815,10.0
West Virginia,Influenza and pneumonia,2016,423,17.3
Wisconsin,Influenza and pneumonia,2016,888,11.9
Wyoming,Influenza and pneumonia,2016,99,15.0
Alabama,Suicide,2016,788,15.7
Alaska,Suicide,2016,193,25.8
Arizona,Suicide,2016,1271,17.7
Arkansas,Suicide,2016,555,18.2
California,Suicide,2016,4294,10.5
Colorado,Suicide,2016,1168,20.5
Connecticut,Suicide,2016,397,10.1
Delaware,Suicide,2016,119,11.5
District of Columbia,Suicide,2016,40,5.2
Florida,Suicide,2016,3143,14.0
Georgia,Suicide,2016,1409,13.3
Hawaii,Suicide,2016,174,12.1
Idaho,Suicide,2016,351,21.4
Illinois,Suicide,2016,1415,10.7
Indiana,Suicide,2016,1034,15.4
Iowa,Suicide,2016,451,14.6
Kansas,Suicide,2016,514,17.9
Kentucky,Suicide,2016,756,16.8
Louisiana,Suicide,2016,677,14.2
Maine,Suicide,2016,226,15.9
Maryland,Suicide,2016,586,9.4
Massachusetts,Suicide,2016,631,8.8
Michigan,Suicide,2016,1364,13.3
Minnesota,Suicide,2016,745,13.2
Mississippi,Suicide,2016,383,12.7
Missouri,Suicide,2016,1133,18.4
Montana,Suicide,2016,267,25.9
Nebraska,Suicide,2016,246,13.1
Nevada,Suicide,2016,650,21.4
New Hampshire,Suicide,2016,244,17.2
New Jersey,Suicide,2016,687,7.2
New Mexico,Suicide,2016,471,22.5
New York,Suicide,2016,1679,8.1
North Carolina,Suicide,2016,1373,13.0
North Dakota,Suicide,2016,140,19.0
Ohio,Suicide,2016,1707,14.2
Oklahoma,Suicide,2016,822,21.0
Oregon,Suicide,2016,772,17.8
Pennsylvania,Suicide,2016,1970,14.7
Rhode Island,Suicide,2016,126,11.2
South Carolina,Suicide,2016,815,15.7
South Dakota,Suicide,2016,163,20.2
Tennessee,Suicide,2016,1111,16.3
Texas,Suicide,2016,3488,12.6
United States,Suicide,2016,44965,13.5
Utah,Suicide,2016,620,21.8
Vermont,Suicide,2016,118,17.3
Virginia,Suicide,2016,1166,13.2
Washington,Suicide,2016,1141,14.9
West Virginia,Suicide,2016,362,19.3
Wisconsin,Suicide,2016,866,14.7
Wyoming,Suicide,2016,144,25.2
Alabama,Cancer,2016,10419,174.0
Alaska,Cancer,2016,995,158.7
Arizona,Cancer,2016,11876,136.8
Arkansas,Cancer,2016,6612,178.8
California,Cancer,2016,59515,139.7
Colorado,Cancer,2016,7928,137.1
Connecticut,Cancer,2016,6696,144.9
Delaware,Cancer,2016,2124,170.8
District of Columbia,Cancer,2016,1044,160.1
Florida,Cancer,2016,44266,146.9
Georgia,Cancer,2016,17184,160.2
Hawaii,Cancer,2016,2401,128.7
Idaho,Cancer,2016,2884,150.9
Illinois,Cancer,2016,24389,163.5
Indiana,Cancer,2016,13424,172.5
Iowa,Cancer,2016,6432,159.8
Kansas,Cancer,2016,5484,158.6
Kentucky,Cancer,2016,10363,193.8
Louisiana,Cancer,2016,9149,171.9
Maine,Cancer,2016,3275,168.9
Maryland,Cancer,2016,10911,156.5
Massachusetts,Cancer,2016,12717,150.2
Michigan,Cancer,2016,20870,166.4
Minnesota,Cancer,2016,9857,148.6
Mississippi,Cancer,2016,6568,187.7
Missouri,Cancer,2016,12696,167.0
Montana,Cancer,2016,2031,145.9
Nebraska,Cancer,2016,3477,153.6
Nevada,Cancer,2016,5214,157.3
New Hampshire,Cancer,2016,2875,164.1
New Jersey,Cancer,2016,16377,149.7
New Mexico,Cancer,2016,3560,138.8
New York,Cancer,2016,35368,147.5
North Carolina,Cancer,2016,19523,161.6
North Dakota,Cancer,2016,1253,142.7
Ohio,Cancer,2016,25509,173.4
Oklahoma,Cancer,2016,8115,177.8
Oregon,Cancer,2016,8078,155.9
Pennsylvania,Cancer,2016,28492,164.7
Rhode Island,Cancer,2016,2171,158.0
South Carolina,Cancer,2016,10356,167.7
South Dakota,Cancer,2016,1694,156.7
Tennessee,Cancer,2016,14450,179.9
Texas,Cancer,2016,40195,148.5
United States,Cancer,2016,598038,155.8
Utah,Cancer,2016,3125,122.4
Vermont,Cancer,2016,1356,158.4
Virginia,Cancer,2016,15027,156.1
Washington,Cancer,2016,12594,150.9
West Virginia,Cancer,2016,4659,182.2
Wisconsin,Cancer,2016,11498,158.0
Wyoming,Cancer,2016,962,140.9
Alabama,Kidney disease,2016,1012,17.4
Alaska,Kidney disease,2016,53,10.0
Arizona,Kidney disease,2016,487,5.7
Arkansas,Kidney disease,2016,722,20.0
California,Kidney disease,2016,3640,8.6
Colorado,Kidney disease,2016,491,8.9
Connecticut,Kidney disease,2016,570,12.1
Delaware,Kidney disease,2016,208,17.1
District of Columbia,Kidney disease,2016,57,9.0
Florida,Kidney disease,2016,3144,10.2
Georgia,Kidney disease,2016,1864,18.4
Hawaii,Kidney disease,2016,215,11.2
Idaho,Kidney disease,2016,190,10.3
Illinois,Kidney disease,2016,2518,17.0
Indiana,Kidney disease,2016,1411,18.4
Iowa,Kidney disease,2016,352,8.3
Kansas,Kidney disease,2016,533,15.0
Kentucky,Kidney disease,2016,1034,20.3
Louisiana,Kidney disease,2016,1153,22.6
Maine,Kidney disease,2016,239,12.4
Maryland,Kidney disease,2016,823,12.1
Massachusetts,Kidney disease,2016,1139,13.2
Michigan,Kidney disease,2016,1791,14.3
Minnesota,Kidney disease,2016,588,8.8
Mississippi,Kidney disease,2016,763,22.8
Missouri,Kidney disease,2016,1483,19.6
Montana,Kidney disease,2016,155,11.3
Nebraska,Kidney disease,2016,220,9.5
Nevada,Kidney disease,2016,274,8.8
New Hampshire,Kidney disease,2016,161,9.4
New Jersey,Kidney disease,2016,1535,13.8
New Mexico,Kidney disease,2016,293,11.7
New York,Kidney disease,2016,2385,9.8
North Carolina,Kidney disease,2016,2002,17.1
North Dakota,Kidney disease,2016,106,11.3
Ohio,Kidney disease,2016,2262,15.4
Oklahoma,Kidney disease,2016,577,12.9
Oregon,Kidney disease,2016,398,7.7
Pennsylvania,Kidney disease,2016,2813,15.7
Rhode Island,Kidney disease,2016,141,9.9
South Carolina,Kidney disease,2016,897,15.3
South Dakota,Kidney disease,2016,90,7.6
Tennessee,Kidney disease,2016,1150,14.9
Texas,Kidney disease,2016,4125,15.8
United States,Kidney disease,2016,50046,13.1
Utah,Kidney disease,2016,370,15.2
Vermont,Kidney disease,2016,30,3.7
Virginia,Kidney disease,2016,1543,16.6
Washington,Kidney disease,2016,532,6.6
West Virginia,Kidney disease,2016,481,19.3
Wisconsin,Kidney disease,2016,960,13.0
Wyoming,Kidney disease,2016,66,10.0
Alabama,Unintentional injuries,2015,2552,50.9
Alaska,Unintentional injuries,2015,388,57.9
Arizona,Unintentional injuries,2015,3539,49.2
Arkansas,Unintentional injuries,2015,1538,49.6
California,Unintentional injuries,2015,12544,30.6
Colorado,Unintentional injuries,2015,2725,49.7
Connecticut,Unintentional injuries,2015,1799,44.8
Delaware,Unintentional injuries,2015,449,46.0
District of Columbia,Unintentional injuries,2015,265,40.2
Florida,Unintentional injuries,2015,10578,46.2
Georgia,Unintentional injuries,2015,4344,43.2
Hawaii,Unintentional injuries,2015,536,32.2
Idaho,Unintentional injuries,2015,746,44.7
Illinois,Unintentional injuries,2015,4850,35.8
Indiana,Unintentional injuries,2015,3258,47.7
Iowa,Unintentional injuries,2015,1537,42.1
Kansas,Unintentional injuries,2015,1475,47.2
Kentucky,Unintentional injuries,2015,2962,66.0
Louisiana,Unintentional injuries,2015,2578,54.7
Maine,Unintentional injuries,2015,802,53.8
Maryland,Unintentional injuries,2015,1903,29.7
Massachusetts,Unintentional injuries,2015,3229,44.0
Michigan,Unintentional injuries,2015,4647,43.9
Minnesota,Unintentional injuries,2015,2574,42.0
Mississippi,Unintentional injuries,2015,1814,59.8
Missouri,Unintentional injuries,2015,3309,50.9
Montana,Unintentional injuries,2015,637,56.3
Nebraska,Unintentional injuries,2015,799,38.9
Nevada,Unintentional injuries,2015,1340,45.4
New Hampshire,Unintentional injuries,2015,815,59.0
New Jersey,Unintentional injuries,2015,3218,33.7
New Mexico,Unintentional injuries,2015,1430,67.3
New York,Unintentional injuries,2015,6515,30.2
North Carolina,Unintentional injuries,2015,4991,47.9
